customer_id,previous_bill,paid_status
CUST5074,1656,Paid
CUST5075,1819,Paid
CUST5076,1340,Unpaid
CUST5077,1316,Unpaid
CUST5078,1810,Unpaid
CUST5079,1667,Unpaid
CUST5080,932,Paid
CUST5081,288,Paid
CUST5082,894,Paid
CUST5083,1928,Paid
CUST5084,1006,Unpaid
CUST5085,837,Paid
CUST5086,676,Paid
CUST5087,369,Unpaid
CUST5088,1128,Paid
CUST5089,424,Paid
CUST5090,1653,Unpaid
CUST5091,483,Paid
CUST5092,909,Paid
CUST5093,630,Unpaid
CUST5094,899,Unpaid
CUST5095,1408,Paid
CUST5096,1330,Paid
CUST5097,1008,Unpaid
CUST5098,438,Unpaid
CUST5099,1649,Unpaid
CUST5100,770,Unpaid
CUST5101,1996,Paid
CUST5102,574,Paid
CUST5103,797,Paid
CUST5104,520,Paid
CUST5105,1333,Paid
CUST5106,1005,Unpaid
CUST5107,1258,Unpaid
CUST5108,1083,Unpaid
CUST5109,441,Unpaid
CUST5110,921,Unpaid
CUST5111,1441,Paid
CUST5112,1922,Unpaid
CUST5113,1964,Paid
CUST5114,993,Paid
CUST5115,1397,Paid
CUST5116,1812,Unpaid
CUST5117,1286,Paid
CUST5118,696,Paid
CUST5119,319,Paid
CUST5120,940,Unpaid
CUST5121,1347,Unpaid
CUST5122,576,Unpaid
CUST5123,889,Unpaid
CUST5124,1692,Unpaid
CUST5125,911,Unpaid
CUST5126,1402,Paid
CUST5127,1442,Paid
CUST5128,233,Paid
CUST5129,414,Unpaid
CUST5130,327,Paid
CUST5131,1652,Unpaid
CUST5132,1389,Paid
CUST5133,1073,Unpaid
CUST5134,772,Paid
CUST5135,1416,Unpaid
CUST5136,1272,Paid
CUST5137,328,Paid
CUST5138,1273,Paid
CUST5139,1346,Unpaid
CUST5140,1340,Paid
CUST5141,1999,Paid
CUST5142,1067,Unpaid
CUST5143,617,Paid
CUST5144,510,Unpaid
CUST5145,647,Paid
CUST5146,1081,Unpaid
CUST5147,359,Unpaid
CUST5148,1880,Unpaid
CUST5149,1917,Paid
CUST5150,489,Unpaid
CUST5151,1350,Paid
CUST5152,869,Unpaid
CUST5153,559,Paid
CUST5154,1105,Paid
CUST5155,1824,Paid
CUST5156,1836,Paid
CUST5157,613,Unpaid
CUST5158,1763,Paid
CUST5159,1518,Paid
CUST5160,1257,Paid
CUST5161,1806,Paid
CUST5162,1777,Paid
CUST5163,636,Paid
CUST5164,1759,Paid
CUST5165,484,Paid
CUST5166,1279,Paid
CUST5167,242,Unpaid
CUST5168,705,Unpaid
CUST5169,295,Paid
CUST5170,1803,Paid
CUST5171,416,Paid
CUST5172,636,Unpaid
CUST5173,1228,Unpaid
CUST5174,684,Paid
CUST5175,986,Unpaid
CUST5176,937,Unpaid
CUST5177,243,Unpaid
CUST5178,541,Paid
CUST5179,965,Paid
CUST5180,1290,Paid
CUST5181,1172,Unpaid
CUST5182,1750,Paid
CUST5183,361,Paid
CUST5184,958,Unpaid
CUST5185,1099,Paid
CUST5186,1866,Paid
CUST5187,1365,Unpaid
CUST5188,511,Paid
CUST5189,1451,Paid
CUST5190,249,Unpaid
CUST5191,717,Paid
CUST5192,1547,Paid
CUST5193,1730,Unpaid
CUST5194,311,Unpaid
CUST5195,1681,Unpaid
CUST5196,252,Paid
CUST5197,474,Unpaid
CUST5198,537,Unpaid
CUST5199,1994,Unpaid
CUST5200,1311,Unpaid
CUST5201,288,Paid
CUST5202,1488,Paid
CUST5203,1687,Paid
CUST5204,317,Unpaid
CUST5205,795,Unpaid
CUST5206,1827,Unpaid
CUST5207,390,Paid
CUST5208,1602,Unpaid
CUST5209,602,Unpaid
CUST5210,1394,Unpaid
CUST5211,1965,Unpaid
CUST5212,1273,Unpaid
CUST5213,1555,Unpaid
CUST5214,1674,Unpaid
CUST5215,1437,Paid
CUST5216,980,Unpaid
CUST5217,504,Paid
CUST5218,792,Paid
CUST5219,840,Unpaid
CUST5220,1944,Unpaid
CUST5221,1874,Unpaid
CUST5222,464,Unpaid
CUST5223,790,Paid
CUST5224,1102,Unpaid
CUST5225,632,Unpaid
CUST5226,1910,Unpaid
CUST5227,1458,Unpaid
CUST5228,1435,Unpaid
CUST5229,1364,Unpaid
CUST5230,1905,Unpaid
CUST5231,324,Unpaid
CUST5232,558,Unpaid
CUST5233,362,Unpaid
CUST5234,477,Unpaid
CUST5235,755,Paid
CUST5236,1255,Paid
CUST5237,217,Unpaid
CUST5238,952,Paid
CUST5239,1667,Paid
CUST5240,893,Paid
CUST5241,1321,Paid
CUST5242,882,Paid
CUST5243,1017,Paid
CUST5244,771,Paid
CUST5245,643,Unpaid
CUST5246,883,Unpaid
CUST5247,685,Paid
CUST5248,986,Unpaid
CUST5249,1604,Paid
CUST5250,941,Unpaid
CUST5251,1486,Unpaid
CUST5252,834,Unpaid
CUST5253,1793,Unpaid
CUST5254,212,Paid
CUST5255,789,Unpaid
CUST5256,354,Paid
CUST5257,1300,Unpaid
CUST5258,813,Paid
CUST5259,1823,Paid
CUST5260,1751,Paid
CUST5261,246,Paid
CUST5262,744,Unpaid
CUST5263,791,Paid
CUST5264,1114,Paid
CUST5265,752,Paid
CUST5266,1121,Paid
CUST5267,911,Paid
CUST5268,576,Unpaid
CUST5269,325,Unpaid
CUST5270,1941,Unpaid
CUST5271,1608,Unpaid
CUST5272,1600,Unpaid
CUST5273,1254,Paid
CUST5274,972,Unpaid
CUST5275,357,Paid
CUST5276,687,Unpaid
CUST5277,1100,Paid
CUST5278,1957,Unpaid
CUST5279,1184,Unpaid
CUST5280,782,Paid
CUST5281,1361,Unpaid
CUST5282,1000,Unpaid
CUST5283,1821,Unpaid
CUST5284,755,Unpaid
CUST5285,458,Paid
CUST5286,1444,Paid
CUST5287,1087,Paid
CUST5288,837,Unpaid
CUST5289,1740,Unpaid
CUST5290,434,Unpaid
CUST5291,1780,Paid
CUST5292,1596,Paid
CUST5293,269,Paid
CUST5294,1006,Paid
CUST5295,1373,Paid
CUST5296,577,Paid
CUST5297,1972,Unpaid
CUST5298,887,Unpaid
CUST5299,1853,Unpaid
CUST5300,677,Unpaid
CUST5301,897,Unpaid
CUST5302,1403,Paid
CUST5303,390,Paid
CUST5304,1655,Unpaid
CUST5305,1841,Unpaid
CUST5306,1388,Unpaid
CUST5307,799,Unpaid
CUST5308,1486,Paid
CUST5309,1436,Unpaid
CUST5310,988,Paid
CUST5311,1739,Paid
CUST5312,954,Paid
CUST5313,228,Paid
CUST5314,239,Paid
CUST5315,1634,Paid
CUST5316,1042,Unpaid
CUST5317,1562,Paid
CUST5318,1245,Paid
CUST5319,1611,Paid
CUST5320,1329,Unpaid
CUST5321,1239,Unpaid
CUST5322,1115,Paid
CUST5323,1572,Paid
CUST5324,1819,Paid
CUST5325,1397,Unpaid
CUST5326,1167,Unpaid
CUST5327,1970,Unpaid
CUST5328,438,Unpaid
CUST5329,661,Unpaid
CUST5330,1739,Unpaid
CUST5331,478,Paid
CUST5332,698,Paid
CUST5333,1448,Paid
CUST5334,1857,Paid
CUST5335,331,Unpaid
CUST5336,1482,Unpaid
CUST5337,235,Paid
CUST5338,725,Unpaid
CUST5339,777,Paid
CUST5340,1308,Paid
CUST5341,1940,Unpaid
CUST5342,422,Unpaid
CUST5343,1285,Paid
CUST5344,1930,Unpaid
CUST5345,1397,Unpaid
CUST5346,528,Unpaid
CUST5347,1475,Paid
CUST5348,704,Paid
CUST5349,579,Paid
CUST5350,306,Unpaid
CUST5351,1464,Paid
CUST5352,1741,Unpaid
CUST5353,1474,Unpaid
CUST5354,342,Paid
CUST5355,1228,Unpaid
CUST5356,822,Unpaid
CUST5357,1975,Paid
CUST5358,1810,Paid
CUST5359,617,Paid
CUST5360,1832,Unpaid
CUST5361,1632,Unpaid
CUST5362,1380,Unpaid
CUST5363,504,Unpaid
CUST5364,534,Unpaid
CUST5365,316,Unpaid
CUST5366,1187,Paid
CUST5367,838,Unpaid
CUST5368,877,Paid
CUST5369,1846,Paid
CUST5370,499,Unpaid
CUST5371,1366,Unpaid
CUST5372,1244,Paid
CUST5373,708,Unpaid
CUST5374,1834,Paid
CUST5375,1696,Paid
CUST5376,1654,Paid
CUST5377,1031,Unpaid
CUST5378,1257,Unpaid
CUST5379,1964,Unpaid
CUST5380,684,Unpaid
CUST5381,748,Unpaid
CUST5382,1822,Unpaid
CUST5383,1041,Unpaid
CUST5384,1246,Paid
CUST5385,950,Unpaid
CUST5386,1994,Paid
CUST5387,1603,Unpaid
CUST5388,1397,Unpaid
CUST5389,1646,Unpaid
CUST5390,1484,Unpaid
CUST5391,1366,Paid
CUST5392,1880,Paid
CUST5393,646,Paid
CUST5394,1791,Unpaid
CUST5395,1737,Paid
CUST5396,1632,Paid
CUST5397,1385,Paid
CUST5398,1782,Paid
CUST5399,1151,Unpaid
CUST5400,1525,Unpaid
CUST5401,332,Unpaid
CUST5402,1099,Paid
CUST5403,367,Paid
CUST5404,1817,Unpaid
CUST5405,1013,Paid
CUST5406,1239,Paid
CUST5407,617,Unpaid
CUST5408,1637,Unpaid
CUST5409,846,Unpaid
CUST5410,1567,Paid
CUST5411,1039,Unpaid
CUST5412,1507,Paid
CUST5413,1749,Unpaid
CUST5414,1406,Unpaid
CUST5415,1673,Paid
CUST5416,1845,Unpaid
CUST5417,274,Paid
CUST5418,1310,Unpaid
CUST5419,1359,Paid
CUST5420,1937,Unpaid
CUST5421,508,Unpaid
CUST5422,220,Unpaid
CUST5423,1388,Paid
CUST5424,1735,Unpaid
CUST5425,823,Paid
CUST5426,1237,Unpaid
CUST5427,1312,Paid
CUST5428,1846,Paid
CUST5429,391,Unpaid
CUST5430,1592,Paid
CUST5431,1195,Paid
CUST5432,726,Paid
CUST5433,466,Unpaid
CUST5434,583,Unpaid
CUST5435,1711,Paid
CUST5436,1319,Paid
CUST5437,1889,Paid
CUST5438,1338,Unpaid
CUST5439,983,Unpaid
CUST5440,436,Paid
CUST5441,1340,Paid
CUST5442,617,Paid
CUST5443,1889,Paid
CUST5444,746,Unpaid
CUST5445,1054,Paid
CUST5446,1977,Unpaid
CUST5447,690,Unpaid
CUST5448,1708,Unpaid
CUST5449,1805,Unpaid
CUST5450,1745,Paid
CUST5451,813,Unpaid
CUST5452,1683,Paid
CUST5453,1385,Unpaid
CUST5454,1272,Paid
CUST5455,1833,Unpaid
CUST5456,260,Unpaid
CUST5457,1200,Paid
CUST5458,1131,Paid
CUST5459,842,Paid
CUST5460,312,Paid
CUST5461,645,Paid
CUST5462,1059,Paid
CUST5463,1714,Paid
CUST5464,1368,Paid
CUST5465,1074,Unpaid
CUST5466,577,Paid
CUST5467,910,Unpaid
CUST5468,1851,Unpaid
CUST5469,1892,Unpaid
CUST5470,756,Paid
CUST5471,1265,Paid
CUST5472,1704,Paid
CUST5473,1826,Paid
CUST5474,263,Paid
CUST5475,1718,Paid
CUST5476,1739,Unpaid
CUST5477,339,Unpaid
CUST5478,1167,Unpaid
CUST5479,1266,Unpaid
CUST5480,1716,Paid
CUST5481,1453,Paid
CUST5482,962,Paid
CUST5483,1862,Unpaid
CUST5484,846,Unpaid
CUST5485,1554,Paid
CUST5486,1991,Unpaid
CUST5487,1298,Paid
CUST5488,1113,Paid
CUST5489,1927,Paid
CUST5490,587,Paid
CUST5491,1008,Paid
CUST5492,1204,Paid
CUST5493,443,Paid
CUST5494,1810,Paid
CUST5495,1780,Paid
CUST5496,1775,Paid
CUST5497,906,Paid
CUST5498,913,Unpaid
CUST5499,1806,Paid
CUST5500,1063,Paid
CUST5501,956,Unpaid
CUST5502,1428,Paid
CUST5503,666,Unpaid
CUST5504,1337,Unpaid
CUST5505,306,Paid
CUST5506,658,Unpaid
CUST5507,1494,Paid
CUST5508,743,Unpaid
CUST5509,1637,Unpaid
CUST5510,1546,Unpaid
CUST5511,772,Paid
CUST5512,492,Paid
CUST5513,1387,Unpaid
CUST5514,1617,Paid
CUST5515,1521,Paid
CUST5516,1111,Paid
CUST5517,1736,Paid
CUST5518,1984,Unpaid
CUST5519,1838,Unpaid
CUST5520,1103,Paid
CUST5521,1785,Paid
CUST5522,1772,Unpaid
CUST5523,534,Paid
CUST5524,1753,Paid
CUST5525,1350,Paid
CUST5526,1999,Unpaid
CUST5527,1074,Paid
CUST5528,925,Paid
CUST5529,1299,Unpaid
CUST5530,1945,Paid
CUST5531,318,Paid
CUST5532,1576,Unpaid
CUST5533,1012,Unpaid
CUST5534,1304,Unpaid
CUST5535,1651,Paid
CUST5536,402,Paid
CUST5537,1217,Paid
CUST5538,1729,Unpaid
CUST5539,1509,Paid
CUST5540,660,Unpaid
CUST5541,1862,Unpaid
CUST5542,838,Unpaid
CUST5543,1182,Paid
CUST5544,597,Unpaid
CUST5545,846,Unpaid
CUST5546,1031,Paid
CUST5547,1076,Paid
CUST5548,1325,Unpaid
CUST5549,389,Paid
CUST5550,529,Paid
CUST5551,778,Unpaid
CUST5552,418,Unpaid
CUST5553,1927,Paid
CUST5554,1406,Paid
CUST5555,1820,Unpaid
CUST5556,1765,Unpaid
CUST5557,625,Paid
CUST5558,443,Paid
CUST5559,1988,Unpaid
CUST5560,660,Unpaid
CUST5561,747,Paid
CUST5562,331,Unpaid
CUST5563,1408,Unpaid
CUST5564,1454,Unpaid
CUST5565,744,Paid
CUST5566,1830,Paid
CUST5567,580,Paid
CUST5568,1210,Unpaid
CUST5569,272,Unpaid
CUST5570,256,Unpaid
CUST5571,739,Paid
CUST5572,1822,Paid
CUST5573,934,Unpaid
CUST5574,1946,Unpaid
CUST5575,1530,Paid
CUST5576,1766,Paid
CUST5577,1115,Paid
CUST5578,1654,Paid
CUST5579,1785,Paid
CUST5580,1361,Unpaid
CUST5581,445,Unpaid
CUST5582,1334,Unpaid
CUST5583,319,Unpaid
CUST5584,226,Paid
CUST5585,231,Paid
CUST5586,1255,Unpaid
CUST5587,1202,Paid
CUST5588,1585,Paid
CUST5589,245,Unpaid
CUST5590,436,Paid
CUST5591,1503,Paid
CUST5592,1279,Unpaid
CUST5593,1400,Unpaid
CUST5594,1005,Paid
CUST5595,242,Unpaid
CUST5596,1339,Paid
CUST5597,1746,Paid
CUST5598,361,Unpaid
CUST5599,1194,Paid
CUST5600,1637,Unpaid
CUST5601,1401,Unpaid
CUST5602,463,Unpaid
CUST5603,824,Paid
CUST5604,396,Unpaid
CUST5605,1767,Unpaid
CUST5606,1933,Unpaid
CUST5607,1749,Paid
CUST5608,881,Paid
CUST5609,1988,Paid
CUST5610,571,Paid
CUST5611,353,Paid
CUST5612,773,Unpaid
CUST5613,1447,Paid
CUST5614,1620,Unpaid
CUST5615,429,Paid
CUST5616,1596,Paid
CUST5617,968,Paid
CUST5618,1948,Paid
CUST5619,1497,Paid
CUST5620,970,Paid
CUST5621,893,Unpaid
CUST5622,1470,Unpaid
CUST5623,1800,Unpaid
CUST5624,1967,Unpaid
CUST5625,1746,Paid
CUST5626,1706,Paid
CUST5627,541,Unpaid
CUST5628,234,Paid
CUST5629,319,Paid
CUST5630,1075,Unpaid
CUST5631,1468,Paid
CUST5632,895,Unpaid
CUST5633,1981,Paid
CUST5634,612,Paid
CUST5635,438,Unpaid
CUST5636,308,Paid
CUST5637,534,Unpaid
CUST5638,680,Paid
CUST5639,1024,Paid
CUST5640,821,Paid
CUST5641,969,Unpaid
CUST5642,1803,Paid
CUST5643,1601,Paid
CUST5644,1226,Unpaid
CUST5645,1633,Unpaid
CUST5646,1634,Paid
CUST5647,1596,Unpaid
CUST5648,855,Unpaid
CUST5649,931,Unpaid
CUST5650,1700,Unpaid
CUST5651,347,Unpaid
CUST5652,1789,Paid
CUST5653,1860,Paid
CUST5654,376,Unpaid
CUST5655,706,Unpaid
CUST5656,557,Unpaid
CUST5657,1308,Paid
CUST5658,1173,Paid
CUST5659,997,Unpaid
CUST5660,1796,Paid
CUST5661,1792,Paid
CUST5662,1023,Unpaid
CUST5663,1530,Paid
CUST5664,1465,Unpaid
CUST5665,880,Unpaid
CUST5666,1839,Paid
CUST5667,449,Unpaid
CUST5668,1911,Paid
CUST5669,872,Paid
CUST5670,1894,Unpaid
CUST5671,1315,Paid
CUST5672,1608,Unpaid
CUST5673,1443,Unpaid
CUST5674,518,Paid
CUST5675,1023,Unpaid
CUST5676,1985,Unpaid
CUST5677,341,Paid
CUST5678,1169,Paid
CUST5679,1021,Unpaid
CUST5680,653,Unpaid
CUST5681,703,Paid
CUST5682,1254,Unpaid
CUST5683,481,Paid
CUST5684,1832,Unpaid
CUST5685,498,Paid
CUST5686,587,Paid
CUST5687,260,Unpaid
CUST5688,365,Paid
CUST5689,1636,Paid
CUST5690,1557,Unpaid
CUST5691,1619,Paid
CUST5692,1412,Unpaid
CUST5693,1321,Unpaid
CUST5694,546,Paid
CUST5695,1910,Paid
CUST5696,1543,Unpaid
CUST5697,1298,Paid
CUST5698,1088,Unpaid
CUST5699,1396,Unpaid
CUST5700,447,Paid
CUST5701,1351,Unpaid
CUST5702,1356,Unpaid
CUST5703,1429,Unpaid
CUST5704,1734,Unpaid
CUST5705,1919,Unpaid
CUST5706,1474,Paid
CUST5707,909,Paid
CUST5708,1312,Unpaid
CUST5709,945,Paid
CUST5710,935,Unpaid
CUST5711,1449,Unpaid
CUST5712,931,Unpaid
CUST5713,580,Unpaid
CUST5714,1705,Paid
CUST5715,362,Unpaid
CUST5716,1033,Paid
CUST5717,1389,Unpaid
CUST5718,996,Unpaid
CUST5719,1411,Paid
CUST5720,1882,Paid
CUST5721,1654,Paid
CUST5722,741,Paid
CUST5723,439,Paid
CUST5724,233,Unpaid
CUST5725,699,Unpaid
CUST5726,1787,Paid
CUST5727,678,Paid
CUST5728,508,Unpaid
CUST5729,1862,Unpaid
CUST5730,1229,Paid
CUST5731,1704,Paid
CUST5732,1346,Unpaid
CUST5733,314,Paid
CUST5734,1861,Unpaid
CUST5735,742,Unpaid
CUST5736,1691,Unpaid
CUST5737,1769,Unpaid
CUST5738,984,Paid
CUST5739,1273,Paid
CUST5740,572,Paid
CUST5741,1262,Paid
CUST5742,1050,Paid
CUST5743,734,Paid
CUST5744,470,Paid
CUST5745,286,Paid
CUST5746,828,Paid
CUST5747,1880,Paid
CUST5748,1905,Unpaid
CUST5749,991,Paid
CUST5750,1964,Paid
CUST5751,1561,Unpaid
CUST5752,1783,Unpaid
CUST5753,586,Paid
CUST5754,527,Unpaid
CUST5755,1046,Unpaid
CUST5756,209,Paid
CUST5757,1843,Unpaid
CUST5758,1255,Paid
CUST5759,561,Unpaid
CUST5760,391,Paid
CUST5761,816,Unpaid
CUST5762,208,Paid
CUST5763,1962,Unpaid
CUST5764,1491,Unpaid
CUST5765,523,Paid
CUST5766,1768,Unpaid
CUST5767,714,Unpaid
CUST5768,457,Unpaid
CUST5769,1578,Paid
CUST5770,1723,Unpaid
CUST5771,351,Unpaid
CUST5772,235,Unpaid
CUST5773,1542,Paid
CUST5774,857,Unpaid
CUST5775,1677,Unpaid
CUST5776,644,Paid
CUST5777,1883,Unpaid
CUST5778,403,Paid
CUST5779,1939,Unpaid
CUST5780,731,Unpaid
CUST5781,515,Unpaid
CUST5782,780,Paid
CUST5783,224,Unpaid
CUST5784,1703,Unpaid
CUST5785,1938,Unpaid
CUST5786,1965,Paid
CUST5787,1619,Paid
CUST5788,1352,Unpaid
CUST5789,1417,Unpaid
CUST5790,1004,Unpaid
CUST5791,1747,Unpaid
CUST5792,479,Paid
CUST5793,1462,Paid
CUST5794,468,Paid
CUST5795,594,Unpaid
CUST5796,1825,Unpaid
CUST5797,1740,Unpaid
CUST5798,1988,Paid
CUST5799,1229,Unpaid
CUST5800,745,Paid
CUST5801,1632,Unpaid
CUST5802,650,Paid
CUST5803,1392,Unpaid
CUST5804,762,Unpaid
CUST5805,758,Unpaid
CUST5806,1412,Paid
CUST5807,1346,Paid
CUST5808,1772,Paid
CUST5809,1500,Paid
CUST5810,803,Paid
CUST5811,656,Paid
CUST5812,1446,Paid
CUST5813,1632,Unpaid
CUST5814,1953,Paid
CUST5815,489,Unpaid
CUST5816,773,Unpaid
CUST5817,423,Unpaid
CUST5818,1247,Unpaid
CUST5819,963,Paid
CUST5820,1569,Paid
CUST5821,1560,Unpaid
CUST5822,1187,Unpaid
CUST5823,783,Unpaid
CUST5824,1887,Paid
CUST5825,210,Paid
CUST5826,420,Paid
CUST5827,1618,Paid
CUST5828,1432,Unpaid
CUST5829,1822,Paid
CUST5830,800,Paid
CUST5831,1519,Unpaid
CUST5832,1379,Paid
CUST5833,265,Unpaid
CUST5834,455,Paid
CUST5835,1180,Unpaid
CUST5836,656,Unpaid
CUST5837,542,Unpaid
CUST5838,808,Unpaid
CUST5839,302,Unpaid
CUST5840,857,Unpaid
CUST5841,1867,Unpaid
CUST5842,509,Unpaid
CUST5843,1193,Paid
CUST5844,1651,Paid
CUST5845,384,Paid
CUST5846,1563,Paid
CUST5847,1987,Unpaid
CUST5848,1105,Unpaid
CUST5849,1186,Unpaid
CUST5850,1623,Paid
CUST5851,1390,Unpaid
CUST5852,886,Unpaid
CUST5853,1268,Paid
CUST5854,1470,Unpaid
CUST5855,1262,Paid
CUST5856,1767,Unpaid
CUST5857,366,Paid
CUST5858,557,Paid
CUST5859,1256,Paid
CUST5860,1282,Unpaid
CUST5861,697,Paid
CUST5862,1356,Paid
CUST5863,743,Unpaid
CUST5864,1214,Unpaid
CUST5865,393,Unpaid
CUST5866,504,Paid
CUST5867,386,Paid
CUST5868,782,Unpaid
CUST5869,595,Unpaid
CUST5870,1522,Unpaid
CUST5871,1644,Unpaid
CUST5872,1898,Unpaid
CUST5873,772,Paid
CUST5874,481,Unpaid
CUST5875,979,Paid
CUST5876,611,Paid
CUST5877,269,Unpaid
CUST5878,717,Paid
CUST5879,1098,Paid
CUST5880,501,Paid
CUST5881,1570,Unpaid
CUST5882,641,Unpaid
CUST5883,1571,Unpaid
CUST5884,298,Unpaid
CUST5885,1757,Unpaid
CUST5886,1368,Paid
CUST5887,260,Paid
CUST5888,529,Unpaid
CUST5889,1160,Paid
CUST5890,1449,Unpaid
CUST5891,412,Paid
CUST5892,1056,Unpaid
CUST5893,1218,Unpaid
CUST5894,1177,Paid
CUST5895,1242,Paid
CUST5896,1511,Paid
CUST5897,589,Paid
CUST5898,783,Unpaid
CUST5899,1560,Paid
CUST5900,1726,Paid
CUST5901,1044,Unpaid
CUST5902,1971,Paid
CUST5903,735,Unpaid
CUST5904,696,Paid
CUST5905,1765,Unpaid
CUST5906,673,Unpaid
CUST5907,1019,Unpaid
CUST5908,1361,Unpaid
CUST5909,546,Unpaid
CUST5910,720,Paid
CUST5911,393,Paid
CUST5912,1661,Paid
CUST5913,1279,Paid
CUST5914,790,Unpaid
CUST5915,1052,Paid
CUST5916,751,Unpaid
CUST5917,1222,Unpaid
CUST5918,939,Paid
CUST5919,619,Unpaid
CUST5920,1650,Unpaid
CUST5921,837,Unpaid
CUST5922,1541,Paid
CUST5923,472,Paid
CUST5924,1019,Paid
CUST5925,1179,Unpaid
CUST5926,1111,Unpaid
CUST5927,1440,Paid
CUST5928,584,Unpaid
CUST5929,1102,Unpaid
CUST5930,455,Paid
CUST5931,1742,Unpaid
CUST5932,447,Unpaid
CUST5933,1212,Unpaid
CUST5934,745,Unpaid
CUST5935,1339,Unpaid
CUST5936,1223,Paid
CUST5937,347,Unpaid
CUST5938,1547,Paid
CUST5939,1566,Unpaid
CUST5940,993,Paid
CUST5941,491,Paid
CUST5942,653,Unpaid
CUST5943,1572,Unpaid
CUST5944,1964,Paid
CUST5945,1493,Paid
CUST5946,1178,Paid
CUST5947,400,Unpaid
CUST5948,691,Paid
CUST5949,672,Unpaid
CUST5950,1757,Unpaid
CUST5951,1813,Unpaid
CUST5952,1962,Unpaid
CUST5953,1138,Paid
CUST5954,461,Paid
CUST5955,1216,Paid
CUST5956,1735,Paid
CUST5957,633,Paid
CUST5958,350,Paid
CUST5959,1554,Paid
CUST5960,803,Paid
CUST5961,250,Paid
CUST5962,1937,Paid
CUST5963,1456,Unpaid
CUST5964,1338,Paid
CUST5965,1063,Paid
CUST5966,1698,Paid
CUST5967,1479,Unpaid
CUST5968,1020,Paid
CUST5969,1686,Paid
CUST5970,676,Paid
CUST5971,437,Unpaid
CUST5972,621,Paid
CUST5973,1893,Unpaid
CUST5974,852,Paid
CUST5975,509,Unpaid
CUST5976,820,Paid
CUST5977,1603,Paid
CUST5978,318,Paid
CUST5979,1763,Unpaid
CUST5980,440,Paid
CUST5981,1675,Paid
CUST5982,1493,Unpaid
CUST5983,543,Paid
CUST5984,762,Paid
CUST5985,1202,Paid
CUST5986,1803,Paid
CUST5987,724,Paid
CUST5988,878,Paid
CUST5989,1824,Paid
CUST5990,645,Paid
CUST5991,1325,Paid
CUST5992,1050,Unpaid
CUST5993,1896,Paid
CUST5994,419,Unpaid
CUST5995,1384,Paid
CUST5996,1822,Paid
CUST5997,1819,Unpaid
CUST5998,781,Unpaid
CUST5999,1942,Paid
CUST6000,1076,Unpaid
CUST6001,1051,Unpaid
CUST6002,1670,Paid
CUST6003,1684,Paid
CUST6004,1747,Unpaid
CUST6005,838,Paid
CUST6006,1189,Unpaid
CUST6007,499,Paid
CUST6008,905,Unpaid
CUST6009,1834,Unpaid
CUST6010,1107,Unpaid
CUST6011,1230,Unpaid
CUST6012,1831,Paid
CUST6013,646,Paid
CUST6014,1566,Paid
CUST6015,757,Unpaid
CUST6016,1593,Unpaid
CUST6017,274,Paid
CUST6018,1827,Paid
CUST6019,1013,Paid
CUST6020,1090,Unpaid
CUST6021,1417,Paid
CUST6022,937,Paid
CUST6023,260,Paid
CUST6024,1470,Paid
CUST6025,1581,Unpaid
CUST6026,1557,Unpaid
CUST6027,1758,Paid
CUST6028,225,Unpaid
CUST6029,1747,Unpaid
CUST6030,810,Paid
CUST6031,623,Unpaid
CUST6032,1698,Paid
CUST6033,1280,Paid
CUST6034,550,Unpaid
CUST6035,710,Paid
CUST6036,989,Paid
CUST6037,1144,Unpaid
CUST6038,1334,Unpaid
CUST6039,1495,Paid
CUST6040,1254,Unpaid
CUST6041,868,Unpaid
CUST6042,404,Unpaid
CUST6043,704,Unpaid
CUST6044,1347,Paid
CUST6045,794,Unpaid
CUST6046,330,Paid
CUST6047,1472,Unpaid
CUST6048,397,Unpaid
CUST6049,1132,Unpaid
CUST6050,1857,Paid
CUST6051,1898,Unpaid
CUST6052,487,Unpaid
CUST6053,407,Unpaid
CUST6054,1213,Paid
CUST6055,1913,Paid
CUST6056,1760,Unpaid
CUST6057,385,Unpaid
CUST6058,1809,Unpaid
CUST6059,444,Paid
CUST6060,731,Paid
CUST6061,714,Paid
CUST6062,406,Paid
CUST6063,1257,Unpaid
CUST6064,1000,Paid
CUST6065,1880,Unpaid
CUST6066,1680,Unpaid
CUST6067,1517,Unpaid
CUST6068,1015,Unpaid
CUST6069,957,Paid
CUST6070,1788,Paid
CUST6071,1159,Paid
CUST6072,1082,Unpaid
CUST6073,272,Unpaid
CUST6074,1722,Paid
CUST6075,255,Unpaid
CUST6076,1824,Unpaid
CUST6077,1508,Unpaid
CUST6078,460,Unpaid
CUST6079,663,Paid
CUST6080,928,Paid
CUST6081,1573,Paid
CUST6082,1357,Paid
CUST6083,1195,Paid
CUST6084,998,Unpaid
CUST6085,329,Paid
CUST6086,969,Paid
CUST6087,1300,Paid
CUST6088,293,Unpaid
CUST6089,297,Paid
CUST6090,399,Unpaid
CUST6091,1671,Unpaid
CUST6092,760,Unpaid
CUST6093,583,Paid
CUST6094,237,Unpaid
CUST6095,1656,Paid
CUST6096,961,Unpaid
CUST6097,1352,Paid
CUST6098,418,Unpaid
CUST6099,1276,Paid
CUST6100,1765,Paid
CUST6101,1302,Unpaid
CUST6102,1964,Paid
CUST6103,786,Unpaid
CUST6104,209,Unpaid
