customer_id,operator,plan_type,tenure
CUST4590,Airtel,Prepaid,2
CUST4591,BSNL,Prepaid,49
CUST4592,Airtel,Postpaid,29
CUST4593,Jio,Postpaid,42
CUST4594,Vi,Prepaid,67
CUST4595,Jio,Prepaid,2
CUST4596,Jio,Prepaid,22
CUST4597,BSNL,Postpaid,32
CUST4598,Airtel,Prepaid,38
CUST4599,Vi,Prepaid,54
CUST4600,Jio,Prepaid,46
CUST4601,BSNL,Prepaid,4
CUST4602,BSNL,Prepaid,38
CUST4603,Jio,Postpaid,1
CUST4604,Vi,Prepaid,31
CUST4605,Jio,Prepaid,14
CUST4606,BSNL,Prepaid,62
CUST4607,Jio,Prepaid,45
CUST4608,Airtel,Postpaid,37
CUST4609,Jio,Postpaid,11
CUST4610,Vi,Prepaid,28
CUST4611,Jio,Postpaid,52
CUST4612,Airtel,Postpaid,33
CUST4613,BSNL,Postpaid,35
CUST4614,BSNL,Prepaid,54
CUST4615,Airtel,Prepaid,40
CUST4616,BSNL,Prepaid,70
CUST4617,BSNL,Prepaid,58
CUST4618,Airtel,Prepaid,24
CUST4619,Airtel,Postpaid,28
CUST4620,Airtel,Prepaid,34
CUST4621,BSNL,Prepaid,9
CUST4622,BSNL,Postpaid,25
CUST4623,Jio,Prepaid,33
CUST4624,Jio,Prepaid,65
CUST4625,Airtel,Postpaid,71
CUST4626,BSNL,Prepaid,17
CUST4627,Vi,Postpaid,33
CUST4628,Airtel,Prepaid,20
CUST4629,Airtel,Postpaid,32
CUST4630,Airtel,Prepaid,19
CUST4631,Airtel,Prepaid,49
CUST4632,Vi,Prepaid,66
CUST4633,Jio,Postpaid,46
CUST4634,Jio,Postpaid,29
CUST4635,BSNL,Prepaid,25
CUST4636,Airtel,Prepaid,40
CUST4637,Vi,Prepaid,28
CUST4638,BSNL,Postpaid,11
CUST4639,BSNL,Postpaid,49
CUST4640,Jio,Postpaid,57
CUST4641,BSNL,Postpaid,37
CUST4642,Jio,Prepaid,17
CUST4643,Airtel,Postpaid,35
CUST4644,Airtel,Prepaid,63
CUST4645,BSNL,Postpaid,46
CUST4646,BSNL,Postpaid,37
CUST4647,BSNL,Prepaid,20
CUST4648,Jio,Prepaid,17
CUST4649,BSNL,Postpaid,59
CUST4650,Vi,Prepaid,63
CUST4651,Vi,Postpaid,4
CUST4652,Vi,Postpaid,57
CUST4653,Airtel,Prepaid,43
CUST4654,Vi,Postpaid,39
CUST4655,BSNL,Prepaid,56
CUST4656,Airtel,Prepaid,27
CUST4657,BSNL,Prepaid,69
CUST4658,BSNL,Prepaid,62
CUST4659,BSNL,Prepaid,14
CUST4660,Airtel,Prepaid,11
CUST4661,Vi,Prepaid,34
CUST4662,Jio,Postpaid,17
CUST4663,Jio,Postpaid,63
CUST4664,Airtel,Prepaid,9
CUST4665,Vi,Prepaid,52
CUST4666,Vi,Postpaid,45
CUST4667,BSNL,Prepaid,69
CUST4668,Vi,Postpaid,60
CUST4669,BSNL,Prepaid,4
CUST4670,Airtel,Prepaid,5
CUST4671,Vi,Postpaid,29
CUST4672,Vi,Prepaid,21
CUST4673,Airtel,Postpaid,51
CUST4674,BSNL,Prepaid,53
CUST4675,Jio,Prepaid,56
CUST4676,Vi,Postpaid,29
CUST4677,BSNL,Postpaid,69
CUST4678,Vi,Prepaid,42
CUST4679,Airtel,Prepaid,7
CUST4680,Airtel,Prepaid,30
CUST4681,Airtel,Prepaid,20
CUST4682,BSNL,Prepaid,62
CUST4683,Airtel,Prepaid,29
CUST4684,Jio,Prepaid,31
CUST4685,Airtel,Postpaid,1
CUST4686,Jio,Prepaid,13
CUST4687,BSNL,Postpaid,15
CUST4688,Vi,Postpaid,66
CUST4689,Jio,Postpaid,55
CUST4690,Vi,Postpaid,18
CUST4691,Airtel,Prepaid,3
CUST4692,Vi,Postpaid,15
CUST4693,BSNL,Prepaid,32
CUST4694,Vi,Postpaid,5
CUST4695,BSNL,Postpaid,69
CUST4696,Jio,Postpaid,57
CUST4697,BSNL,Prepaid,52
CUST4698,Airtel,Prepaid,43
CUST4699,BSNL,Prepaid,3
CUST4700,Airtel,Postpaid,11
CUST4701,Jio,Prepaid,24
CUST4702,Jio,Postpaid,29
CUST4703,Jio,Postpaid,57
CUST4704,Airtel,Prepaid,45
CUST4705,Jio,Prepaid,58
CUST4706,BSNL,Prepaid,7
CUST4707,Vi,Postpaid,50
CUST4708,Airtel,Prepaid,33
CUST4709,Jio,Prepaid,26
CUST4710,Vi,Postpaid,15
CUST4711,Jio,Postpaid,58
CUST4712,Vi,Prepaid,7
CUST4713,Jio,Postpaid,55
CUST4714,BSNL,Postpaid,17
CUST4715,Vi,Prepaid,32
CUST4716,BSNL,Prepaid,31
CUST4717,Airtel,Postpaid,16
CUST4718,Jio,Prepaid,71
CUST4719,BSNL,Postpaid,7
CUST4720,Jio,Postpaid,49
CUST4721,BSNL,Postpaid,45
CUST4722,Jio,Prepaid,63
CUST4723,BSNL,Prepaid,63
CUST4724,Airtel,Postpaid,25
CUST4725,Vi,Postpaid,69
CUST4726,Vi,Prepaid,41
CUST4727,BSNL,Prepaid,2
CUST4728,Airtel,Prepaid,26
CUST4729,BSNL,Prepaid,60
CUST4730,Vi,Postpaid,2
CUST4731,BSNL,Postpaid,44
CUST4732,Airtel,Prepaid,18
CUST4733,Jio,Prepaid,6
CUST4734,Airtel,Postpaid,36
CUST4735,Airtel,Prepaid,63
CUST4736,Vi,Postpaid,14
CUST4737,BSNL,Prepaid,53
CUST4738,Jio,Postpaid,33
CUST4739,Vi,Prepaid,48
CUST4740,BSNL,Postpaid,67
CUST4741,Jio,Postpaid,8
CUST4742,BSNL,Prepaid,60
CUST4743,Airtel,Prepaid,62
CUST4744,BSNL,Postpaid,14
CUST4745,Jio,Postpaid,42
CUST4746,Jio,Prepaid,44
CUST4747,Vi,Postpaid,6
CUST4748,Jio,Postpaid,49
CUST4749,Jio,Prepaid,50
CUST4750,BSNL,Prepaid,61
CUST4751,BSNL,Prepaid,55
CUST4752,Airtel,Postpaid,7
CUST4753,Jio,Prepaid,58
CUST4754,Airtel,Postpaid,15
CUST4755,BSNL,Postpaid,47
CUST4756,Jio,Prepaid,69
CUST4757,Airtel,Postpaid,55
CUST4758,Airtel,Postpaid,37
CUST4759,Airtel,Postpaid,53
CUST4760,Vi,Postpaid,36
CUST4761,Jio,Prepaid,52
CUST4762,BSNL,Prepaid,50
CUST4763,BSNL,Prepaid,58
CUST4764,Vi,Prepaid,31
CUST4765,BSNL,Prepaid,16
CUST4766,BSNL,Prepaid,36
CUST4767,Vi,Postpaid,65
CUST4768,Airtel,Prepaid,56
CUST4769,Vi,Postpaid,8
CUST4770,Vi,Prepaid,17
CUST4771,Airtel,Postpaid,58
CUST4772,BSNL,Prepaid,10
CUST4773,Jio,Prepaid,31
CUST4774,BSNL,Prepaid,25
CUST4775,Jio,Postpaid,63
CUST4776,Airtel,Prepaid,41
CUST4777,BSNL,Prepaid,24
CUST4778,Jio,Postpaid,47
CUST4779,BSNL,Postpaid,58
CUST4780,BSNL,Postpaid,64
CUST4781,BSNL,Prepaid,14
CUST4782,Jio,Postpaid,35
CUST4783,BSNL,Postpaid,13
CUST4784,Airtel,Postpaid,26
CUST4785,BSNL,Prepaid,33
CUST4786,Vi,Prepaid,68
CUST4787,Airtel,Prepaid,45
CUST4788,Vi,Postpaid,31
CUST4789,Airtel,Postpaid,68
CUST4790,Airtel,Prepaid,55
CUST4791,Jio,Prepaid,19
CUST4792,Jio,Postpaid,57
CUST4793,Vi,Postpaid,51
CUST4794,Airtel,Postpaid,10
CUST4795,Airtel,Prepaid,6
CUST4796,Airtel,Prepaid,16
CUST4797,Vi,Postpaid,42
CUST4798,Vi,Prepaid,12
CUST4799,Jio,Prepaid,53
CUST4800,Vi,Prepaid,65
CUST4801,Jio,Postpaid,4
CUST4802,BSNL,Prepaid,51
CUST4803,Jio,Postpaid,66
CUST4804,Jio,Postpaid,6
CUST4805,Vi,Postpaid,10
CUST4806,BSNL,Prepaid,65
CUST4807,Vi,Postpaid,55
CUST4808,Airtel,Postpaid,36
CUST4809,Jio,Postpaid,61
CUST4810,Vi,Prepaid,5
CUST4811,BSNL,Prepaid,64
CUST4812,Vi,Prepaid,46
CUST4813,Airtel,Prepaid,3
CUST4814,Airtel,Postpaid,49
CUST4815,Jio,Postpaid,59
CUST4816,Vi,Postpaid,42
CUST4817,BSNL,Prepaid,56
CUST4818,Vi,Postpaid,68
CUST4819,Vi,Postpaid,49
CUST4820,Vi,Postpaid,43
CUST4821,BSNL,Prepaid,59
CUST4822,Jio,Prepaid,68
CUST4823,Jio,Postpaid,46
CUST4824,Airtel,Prepaid,38
CUST4825,BSNL,Postpaid,17
CUST4826,BSNL,Postpaid,7
CUST4827,BSNL,Prepaid,42
CUST4828,Vi,Postpaid,29
CUST4829,Airtel,Postpaid,52
CUST4830,Airtel,Postpaid,17
CUST4831,Vi,Prepaid,16
CUST4832,BSNL,Postpaid,27
CUST4833,Vi,Prepaid,54
CUST4834,Vi,Postpaid,15
CUST4835,Airtel,Postpaid,71
CUST4836,Vi,Postpaid,35
CUST4837,BSNL,Postpaid,9
CUST4838,BSNL,Prepaid,43
CUST4839,Airtel,Prepaid,17
CUST4840,Vi,Postpaid,71
CUST4841,Jio,Prepaid,56
CUST4842,BSNL,Postpaid,26
CUST4843,Airtel,Postpaid,36
CUST4844,BSNL,Prepaid,34
CUST4845,BSNL,Prepaid,60
CUST4846,BSNL,Prepaid,8
CUST4847,BSNL,Prepaid,14
CUST4848,Vi,Prepaid,16
CUST4849,Airtel,Prepaid,23
CUST4850,BSNL,Prepaid,65
CUST4851,Airtel,Postpaid,31
CUST4852,BSNL,Prepaid,48
CUST4853,BSNL,Prepaid,62
CUST4854,BSNL,Prepaid,42
CUST4855,BSNL,Prepaid,54
CUST4856,Jio,Postpaid,50
CUST4857,BSNL,Prepaid,56
CUST4858,BSNL,Prepaid,29
CUST4859,Vi,Prepaid,63
CUST4860,Vi,Postpaid,32
CUST4861,Jio,Prepaid,66
CUST4862,Vi,Prepaid,57
CUST4863,Vi,Prepaid,27
CUST4864,Vi,Prepaid,23
CUST4865,Vi,Prepaid,16
CUST4866,Jio,Postpaid,13
CUST4867,Vi,Postpaid,11
CUST4868,Jio,Postpaid,60
CUST4869,BSNL,Prepaid,14
CUST4870,Vi,Prepaid,58
CUST4871,BSNL,Prepaid,69
CUST4872,BSNL,Postpaid,58
CUST4873,Vi,Prepaid,21
CUST4874,Jio,Postpaid,20
CUST4875,Vi,Prepaid,19
CUST4876,Jio,Postpaid,14
CUST4877,BSNL,Prepaid,8
CUST4878,Vi,Prepaid,50
CUST4879,Airtel,Prepaid,49
CUST4880,Jio,Postpaid,69
CUST4881,Vi,Postpaid,55
CUST4882,Vi,Postpaid,68
CUST4883,BSNL,Prepaid,51
CUST4884,Vi,Postpaid,45
CUST4885,BSNL,Prepaid,8
CUST4886,Vi,Prepaid,15
CUST4887,Vi,Prepaid,9
CUST4888,Vi,Prepaid,46
CUST4889,Jio,Prepaid,52
CUST4890,Jio,Prepaid,56
CUST4891,Vi,Postpaid,11
CUST4892,Airtel,Prepaid,37
CUST4893,BSNL,Postpaid,30
CUST4894,Airtel,Postpaid,22
CUST4895,BSNL,Prepaid,29
CUST4896,Airtel,Postpaid,66
CUST4897,BSNL,Prepaid,41
CUST4898,Jio,Prepaid,53
CUST4899,Vi,Prepaid,40
CUST4900,BSNL,Prepaid,55
CUST4901,Vi,Prepaid,25
CUST4902,Airtel,Postpaid,2
CUST4903,Vi,Prepaid,32
CUST4904,BSNL,Prepaid,36
CUST4905,BSNL,Prepaid,25
CUST4906,Jio,Postpaid,53
CUST4907,Jio,Postpaid,6
CUST4908,Airtel,Prepaid,40
CUST4909,Vi,Prepaid,40
CUST4910,BSNL,Prepaid,68
CUST4911,Vi,Postpaid,60
CUST4912,Airtel,Postpaid,55
CUST4913,Jio,Postpaid,14
CUST4914,BSNL,Postpaid,28
CUST4915,Vi,Postpaid,26
CUST4916,Airtel,Postpaid,64
CUST4917,BSNL,Prepaid,48
CUST4918,Airtel,Prepaid,10
CUST4919,BSNL,Postpaid,66
CUST4920,BSNL,Postpaid,37
CUST4921,BSNL,Prepaid,44
CUST4922,Vi,Postpaid,64
CUST4923,Vi,Prepaid,66
CUST4924,Jio,Postpaid,59
CUST4925,Airtel,Prepaid,63
CUST4926,Airtel,Postpaid,56
CUST4927,Airtel,Postpaid,54
CUST4928,BSNL,Prepaid,54
CUST4929,Jio,Prepaid,52
CUST4930,Vi,Prepaid,43
CUST4931,BSNL,Prepaid,68
CUST4932,Vi,Prepaid,11
CUST4933,Vi,Postpaid,62
CUST4934,Jio,Prepaid,68
CUST4935,Jio,Prepaid,20
CUST4936,Airtel,Postpaid,19
CUST4937,BSNL,Prepaid,29
CUST4938,BSNL,Postpaid,23
CUST4939,Jio,Postpaid,15
CUST4940,BSNL,Prepaid,47
CUST4941,BSNL,Postpaid,43
CUST4942,BSNL,Postpaid,41
CUST4943,Jio,Postpaid,52
CUST4944,Jio,Prepaid,24
CUST4945,Jio,Postpaid,61
CUST4946,Airtel,Postpaid,59
CUST4947,Vi,Prepaid,36
CUST4948,Airtel,Prepaid,40
CUST4949,Jio,Postpaid,62
CUST4950,Jio,Prepaid,65
CUST4951,Vi,Postpaid,70
CUST4952,Airtel,Postpaid,27
CUST4953,Vi,Prepaid,65
CUST4954,Jio,Postpaid,1
CUST4955,Airtel,Prepaid,42
CUST4956,Airtel,Prepaid,6
CUST4957,BSNL,Postpaid,71
CUST4958,Airtel,Postpaid,70
CUST4959,Airtel,Prepaid,33
CUST4960,Airtel,Prepaid,26
CUST4961,BSNL,Postpaid,66
CUST4962,Airtel,Prepaid,40
CUST4963,BSNL,Prepaid,4
CUST4964,Jio,Postpaid,43
CUST4965,Vi,Prepaid,67
CUST4966,Vi,Prepaid,51
CUST4967,Jio,Postpaid,68
CUST4968,Jio,Prepaid,41
CUST4969,Vi,Prepaid,30
CUST4970,Airtel,Postpaid,22
CUST4971,BSNL,Prepaid,20
CUST4972,BSNL,Postpaid,27
CUST4973,Vi,Prepaid,51
CUST4974,BSNL,Prepaid,21
CUST4975,BSNL,Prepaid,43
CUST4976,Airtel,Prepaid,50
CUST4977,Vi,Prepaid,44
CUST4978,Jio,Prepaid,62
CUST4979,Vi,Prepaid,59
CUST4980,Vi,Prepaid,3
CUST4981,Jio,Postpaid,6
CUST4982,Airtel,Postpaid,63
CUST4983,Airtel,Postpaid,30
CUST4984,Vi,Prepaid,32
CUST4985,Airtel,Prepaid,38
CUST4986,Airtel,Prepaid,56
CUST4987,BSNL,Postpaid,29
CUST4988,BSNL,Prepaid,60
CUST4989,Airtel,Prepaid,47
CUST4990,Jio,Prepaid,3
CUST4991,Airtel,Postpaid,67
CUST4992,Vi,Postpaid,23
CUST4993,Vi,Prepaid,12
CUST4994,Jio,Postpaid,13
CUST4995,BSNL,Prepaid,47
CUST4996,Vi,Prepaid,36
CUST4997,Jio,Postpaid,69
CUST4998,Jio,Prepaid,68
CUST4999,Vi,Postpaid,49
CUST5000,Vi,Postpaid,62
CUST5001,Vi,Postpaid,53
CUST5002,BSNL,Postpaid,28
CUST5003,Jio,Postpaid,69
CUST5004,Airtel,Prepaid,70
CUST5005,Vi,Prepaid,41
CUST5006,Airtel,Prepaid,65
CUST5007,Airtel,Prepaid,29
CUST5008,BSNL,Prepaid,59
CUST5009,Jio,Postpaid,61
CUST5010,BSNL,Postpaid,54
CUST5011,BSNL,Postpaid,56
CUST5012,Vi,Postpaid,66
CUST5013,BSNL,Postpaid,10
CUST5014,BSNL,Prepaid,48
CUST5015,Airtel,Postpaid,29
CUST5016,Vi,Prepaid,16
CUST5017,Vi,Postpaid,60
CUST5018,Jio,Postpaid,48
CUST5019,Vi,Prepaid,18
CUST5020,Jio,Postpaid,32
CUST5021,Airtel,Postpaid,66
CUST5022,BSNL,Prepaid,35
CUST5023,Vi,Postpaid,50
CUST5024,Vi,Prepaid,58
CUST5025,Jio,Postpaid,60
CUST5026,Airtel,Prepaid,33
CUST5027,BSNL,Prepaid,2
CUST5028,Airtel,Postpaid,63
CUST5029,Airtel,Postpaid,40
CUST5030,Jio,Postpaid,11
CUST5031,BSNL,Postpaid,42
CUST5032,Airtel,Postpaid,48
CUST5033,BSNL,Postpaid,5
CUST5034,BSNL,Prepaid,27
CUST5035,Jio,Prepaid,14
CUST5036,Vi,Postpaid,21
CUST5037,Airtel,Prepaid,56
CUST5038,Airtel,Prepaid,71
CUST5039,BSNL,Prepaid,68
CUST5040,Vi,Prepaid,67
CUST5041,Jio,Prepaid,15
CUST5042,Vi,Postpaid,29
CUST5043,Jio,Postpaid,8
CUST5044,BSNL,Prepaid,66
CUST5045,Airtel,Postpaid,43
CUST5046,Airtel,Prepaid,34
CUST5047,Jio,Postpaid,4
CUST5048,BSNL,Prepaid,50
CUST5049,Vi,Postpaid,19
CUST5050,Airtel,Postpaid,22
CUST5051,Airtel,Postpaid,58
CUST5052,Airtel,Prepaid,3
CUST5053,Airtel,Prepaid,52
CUST5054,Vi,Postpaid,28
CUST5055,Vi,Prepaid,1
CUST5056,BSNL,Postpaid,53
CUST5057,BSNL,Postpaid,26
CUST5058,Vi,Postpaid,50
CUST5059,BSNL,Postpaid,66
CUST5060,Airtel,Prepaid,12
CUST5061,BSNL,Postpaid,32
CUST5062,Airtel,Prepaid,3
CUST5063,Jio,Postpaid,4
CUST5064,BSNL,Prepaid,17
CUST5065,Jio,Prepaid,36
CUST5066,BSNL,Postpaid,14
CUST5067,BSNL,Prepaid,53
CUST5068,Vi,Postpaid,37
CUST5069,Airtel,Prepaid,69
CUST5070,Jio,Postpaid,5
CUST5071,Airtel,Prepaid,58
CUST5072,Jio,Prepaid,33
CUST5073,BSNL,Prepaid,60
CUST5074,Airtel,Postpaid,53
CUST5075,Airtel,Postpaid,1
CUST5076,BSNL,Postpaid,27
CUST5077,Vi,Prepaid,34
CUST5078,BSNL,Prepaid,16
CUST5079,Airtel,Postpaid,50
CUST5080,BSNL,Postpaid,57
CUST5081,Jio,Postpaid,23
CUST5082,BSNL,Postpaid,58
CUST5083,BSNL,Prepaid,43
CUST5084,Vi,Prepaid,41
CUST5085,Vi,Postpaid,13
CUST5086,Jio,Postpaid,8
CUST5087,Airtel,Postpaid,48
CUST5088,Vi,Prepaid,54
CUST5089,Vi,Postpaid,34
CUST5090,BSNL,Postpaid,49
CUST5091,BSNL,Prepaid,68
CUST5092,Vi,Postpaid,26
CUST5093,Vi,Prepaid,70
CUST5094,Vi,Prepaid,37
CUST5095,Vi,Postpaid,13
CUST5096,Vi,Postpaid,56
CUST5097,Vi,Postpaid,12
CUST5098,Airtel,Postpaid,18
CUST5099,Airtel,Postpaid,61
CUST5100,Jio,Prepaid,45
CUST5101,Airtel,Postpaid,46
CUST5102,Airtel,Postpaid,45
CUST5103,Jio,Postpaid,50
CUST5104,Airtel,Prepaid,38
CUST5105,Vi,Prepaid,58
CUST5106,Airtel,Postpaid,29
CUST5107,BSNL,Postpaid,15
CUST5108,Vi,Postpaid,16
CUST5109,Airtel,Prepaid,25
CUST5110,BSNL,Prepaid,62
CUST5111,BSNL,Postpaid,48
CUST5112,BSNL,Prepaid,25
CUST5113,BSNL,Postpaid,55
CUST5114,Airtel,Prepaid,51
CUST5115,Vi,Prepaid,19
CUST5116,Airtel,Prepaid,30
CUST5117,Jio,Postpaid,22
CUST5118,BSNL,Prepaid,27
CUST5119,Airtel,Postpaid,45
CUST5120,Vi,Prepaid,14
CUST5121,Vi,Prepaid,56
CUST5122,BSNL,Prepaid,10
CUST5123,BSNL,Postpaid,11
CUST5124,Airtel,Prepaid,64
CUST5125,BSNL,Prepaid,34
CUST5126,Airtel,Prepaid,64
CUST5127,Vi,Prepaid,37
CUST5128,Airtel,Prepaid,17
CUST5129,Vi,Postpaid,7
CUST5130,Airtel,Postpaid,13
CUST5131,BSNL,Prepaid,61
CUST5132,BSNL,Prepaid,32
CUST5133,BSNL,Prepaid,30
CUST5134,Airtel,Prepaid,25
CUST5135,BSNL,Postpaid,24
CUST5136,Jio,Prepaid,20
CUST5137,Jio,Prepaid,61
CUST5138,Jio,Postpaid,57
CUST5139,Vi,Postpaid,17
CUST5140,Airtel,Postpaid,38
CUST5141,BSNL,Prepaid,30
CUST5142,Airtel,Prepaid,23
CUST5143,Airtel,Postpaid,38
CUST5144,Vi,Prepaid,4
CUST5145,Airtel,Postpaid,15
CUST5146,Airtel,Postpaid,14
CUST5147,BSNL,Postpaid,16
CUST5148,BSNL,Prepaid,39
CUST5149,Jio,Postpaid,28
CUST5150,Jio,Prepaid,14
CUST5151,Airtel,Postpaid,67
CUST5152,Jio,Prepaid,18
CUST5153,Vi,Postpaid,44
CUST5154,Airtel,Prepaid,24
CUST5155,Vi,Postpaid,27
CUST5156,Airtel,Postpaid,64
CUST5157,BSNL,Prepaid,68
CUST5158,Vi,Postpaid,41
CUST5159,Vi,Postpaid,13
CUST5160,Airtel,Prepaid,6
CUST5161,Vi,Prepaid,2
CUST5162,Vi,Postpaid,4
CUST5163,Jio,Prepaid,17
CUST5164,Jio,Prepaid,1
CUST5165,Vi,Prepaid,71
CUST5166,Jio,Postpaid,2
CUST5167,Airtel,Prepaid,50
CUST5168,BSNL,Prepaid,15
CUST5169,BSNL,Postpaid,40
CUST5170,Vi,Prepaid,59
CUST5171,BSNL,Prepaid,40
CUST5172,Jio,Postpaid,59
CUST5173,Jio,Prepaid,32
CUST5174,BSNL,Prepaid,22
CUST5175,BSNL,Prepaid,70
CUST5176,Jio,Postpaid,4
CUST5177,Airtel,Prepaid,12
CUST5178,BSNL,Prepaid,25
CUST5179,Vi,Postpaid,49
CUST5180,Vi,Postpaid,23
CUST5181,Jio,Prepaid,12
CUST5182,Jio,Postpaid,58
CUST5183,Airtel,Prepaid,28
CUST5184,Vi,Postpaid,19
CUST5185,Jio,Prepaid,34
CUST5186,Vi,Prepaid,29
CUST5187,Airtel,Postpaid,59
CUST5188,Airtel,Postpaid,15
CUST5189,BSNL,Postpaid,27
CUST5190,BSNL,Postpaid,34
CUST5191,Airtel,Prepaid,38
CUST5192,Jio,Postpaid,25
CUST5193,BSNL,Prepaid,46
CUST5194,Airtel,Postpaid,40
CUST5195,Airtel,Postpaid,69
CUST5196,Airtel,Postpaid,15
CUST5197,BSNL,Prepaid,48
CUST5198,Vi,Prepaid,46
CUST5199,Vi,Postpaid,43
CUST5200,Vi,Postpaid,1
CUST5201,BSNL,Postpaid,48
CUST5202,Jio,Postpaid,51
CUST5203,BSNL,Postpaid,40
CUST5204,Airtel,Prepaid,24
CUST5205,Jio,Prepaid,17
CUST5206,Airtel,Postpaid,54
CUST5207,Airtel,Postpaid,27
CUST5208,Jio,Postpaid,32
CUST5209,BSNL,Prepaid,29
CUST5210,Vi,Postpaid,52
CUST5211,Vi,Prepaid,30
CUST5212,Airtel,Postpaid,26
CUST5213,Airtel,Prepaid,27
CUST5214,BSNL,Prepaid,71
CUST5215,Vi,Prepaid,40
CUST5216,BSNL,Postpaid,56
CUST5217,Airtel,Postpaid,43
CUST5218,Airtel,Postpaid,42
CUST5219,Vi,Postpaid,67
CUST5220,BSNL,Postpaid,22
CUST5221,BSNL,Prepaid,1
CUST5222,Vi,Postpaid,19
CUST5223,Vi,Prepaid,27
CUST5224,BSNL,Prepaid,49
CUST5225,BSNL,Postpaid,71
CUST5226,Vi,Postpaid,58
CUST5227,Airtel,Prepaid,32
CUST5228,Vi,Prepaid,1
CUST5229,BSNL,Postpaid,6
CUST5230,Jio,Prepaid,21
CUST5231,Vi,Postpaid,46
CUST5232,Jio,Prepaid,70
CUST5233,Vi,Prepaid,27
CUST5234,Jio,Prepaid,50
CUST5235,Jio,Postpaid,44
CUST5236,Jio,Prepaid,69
CUST5237,Airtel,Postpaid,19
CUST5238,Airtel,Postpaid,12
CUST5239,Jio,Prepaid,29
CUST5240,Airtel,Postpaid,42
CUST5241,BSNL,Prepaid,2
CUST5242,BSNL,Prepaid,54
CUST5243,Vi,Prepaid,35
CUST5244,Airtel,Prepaid,46
CUST5245,Jio,Prepaid,11
CUST5246,BSNL,Prepaid,47
CUST5247,Jio,Postpaid,24
CUST5248,Airtel,Prepaid,33
CUST5249,BSNL,Prepaid,13
CUST5250,Jio,Prepaid,55
CUST5251,Jio,Postpaid,10
CUST5252,Jio,Postpaid,50
CUST5253,Airtel,Prepaid,28
CUST5254,Jio,Prepaid,29
CUST5255,BSNL,Prepaid,60
CUST5256,BSNL,Prepaid,66
CUST5257,Jio,Prepaid,45
CUST5258,BSNL,Postpaid,64
CUST5259,Jio,Prepaid,36
CUST5260,Airtel,Prepaid,39
CUST5261,BSNL,Postpaid,20
CUST5262,Airtel,Prepaid,42
CUST5263,BSNL,Prepaid,2
CUST5264,Vi,Postpaid,18
CUST5265,Airtel,Prepaid,44
CUST5266,Jio,Prepaid,65
CUST5267,BSNL,Postpaid,15
CUST5268,Jio,Prepaid,19
CUST5269,Vi,Prepaid,71
CUST5270,Airtel,Prepaid,26
CUST5271,BSNL,Postpaid,23
CUST5272,BSNL,Prepaid,61
CUST5273,Airtel,Prepaid,47
CUST5274,BSNL,Postpaid,21
CUST5275,Airtel,Prepaid,17
CUST5276,Jio,Postpaid,71
CUST5277,BSNL,Prepaid,30
CUST5278,Airtel,Prepaid,26
CUST5279,Airtel,Prepaid,31
CUST5280,Jio,Prepaid,29
CUST5281,Vi,Postpaid,24
CUST5282,Vi,Prepaid,68
CUST5283,Jio,Prepaid,30
CUST5284,Vi,Prepaid,50
CUST5285,BSNL,Prepaid,30
CUST5286,Airtel,Postpaid,63
CUST5287,Jio,Prepaid,45
CUST5288,Jio,Prepaid,24
CUST5289,Jio,Postpaid,65
CUST5290,Jio,Postpaid,66
CUST5291,Airtel,Prepaid,36
CUST5292,Vi,Prepaid,42
CUST5293,BSNL,Prepaid,41
CUST5294,Jio,Prepaid,33
CUST5295,BSNL,Prepaid,12
CUST5296,Airtel,Prepaid,69
CUST5297,Airtel,Prepaid,61
CUST5298,Jio,Prepaid,65
CUST5299,Jio,Prepaid,49
CUST5300,Vi,Prepaid,33
CUST5301,Jio,Prepaid,59
CUST5302,Vi,Postpaid,7
CUST5303,BSNL,Prepaid,43
CUST5304,BSNL,Prepaid,15
CUST5305,Airtel,Postpaid,71
CUST5306,Jio,Prepaid,50
CUST5307,BSNL,Prepaid,71
CUST5308,Jio,Postpaid,45
CUST5309,Jio,Postpaid,28
CUST5310,Airtel,Prepaid,60
CUST5311,Jio,Prepaid,21
CUST5312,Airtel,Prepaid,55
CUST5313,Airtel,Postpaid,56
CUST5314,Jio,Postpaid,59
CUST5315,Jio,Postpaid,71
CUST5316,Airtel,Prepaid,11
CUST5317,Vi,Postpaid,29
CUST5318,BSNL,Prepaid,8
CUST5319,BSNL,Prepaid,47
CUST5320,BSNL,Postpaid,18
CUST5321,Jio,Prepaid,69
CUST5322,BSNL,Postpaid,8
CUST5323,Vi,Postpaid,20
CUST5324,BSNL,Prepaid,20
CUST5325,BSNL,Postpaid,20
CUST5326,Airtel,Postpaid,2
CUST5327,Jio,Prepaid,59
CUST5328,BSNL,Postpaid,55
CUST5329,Airtel,Postpaid,63
CUST5330,BSNL,Prepaid,27
CUST5331,Vi,Postpaid,1
CUST5332,Airtel,Postpaid,60
CUST5333,Airtel,Postpaid,41
CUST5334,Jio,Prepaid,3
CUST5335,BSNL,Postpaid,11
CUST5336,BSNL,Postpaid,4
CUST5337,Vi,Prepaid,50
CUST5338,Jio,Postpaid,23
CUST5339,Jio,Postpaid,43
CUST5340,Airtel,Postpaid,32
CUST5341,Jio,Postpaid,51
CUST5342,Airtel,Prepaid,26
CUST5343,BSNL,Postpaid,53
