customer_id,data_gb,call_minutes
CUST2678,3,60
CUST2679,26,4660
CUST2680,5,4799
CUST2681,52,3827
CUST2682,46,3314
CUST2683,10,73
CUST2684,52,3272
CUST2685,64,2259
CUST2686,71,4700
CUST2687,4,1534
CUST2688,15,4089
CUST2689,66,3067
CUST2690,26,3585
CUST2691,1,273
CUST2692,25,3589
CUST2693,41,32
CUST2694,29,1988
CUST2695,31,252
CUST2696,7,1967
CUST2697,28,369
CUST2698,30,2512
CUST2699,31,2677
CUST2700,60,2882
CUST2701,21,1071
CUST2702,49,370
CUST2703,95,154
CUST2704,95,4982
CUST2705,29,3168
CUST2706,95,4293
CUST2707,78,770
CUST2708,9,966
CUST2709,2,2589
CUST2710,37,2430
CUST2711,14,106
CUST2712,86,3244
CUST2713,48,1540
CUST2714,43,2274
CUST2715,82,1799
CUST2716,63,1571
CUST2717,15,4483
CUST2718,1,3658
CUST2719,65,467
CUST2720,34,4792
CUST2721,93,2655
CUST2722,27,3479
CUST2723,74,587
CUST2724,80,657
CUST2725,85,1686
CUST2726,15,621
CUST2727,37,3806
CUST2728,66,1684
CUST2729,11,4286
CUST2730,44,1279
CUST2731,33,894
CUST2732,4,1673
CUST2733,31,835
CUST2734,93,1958
CUST2735,72,4815
CUST2736,3,205
CUST2737,52,3054
CUST2738,45,4491
CUST2739,18,3447
CUST2740,17,3407
CUST2741,38,3464
CUST2742,35,276
CUST2743,61,4001
CUST2744,60,2386
CUST2745,41,472
CUST2746,32,2403
CUST2747,9,735
CUST2748,21,1128
CUST2749,55,238
CUST2750,54,623
CUST2751,37,2839
CUST2752,87,250
CUST2753,84,4080
CUST2754,86,1550
CUST2755,2,1336
CUST2756,25,3255
CUST2757,66,2552
CUST2758,66,4871
CUST2759,45,2599
CUST2760,72,1327
CUST2761,2,3609
CUST2762,89,3734
CUST2763,3,1444
CUST2764,31,1433
CUST2765,5,2924
CUST2766,95,2294
CUST2767,80,4212
CUST2768,50,2234
CUST2769,13,4641
CUST2770,27,2915
CUST2771,66,4561
CUST2772,83,4675
CUST2773,14,1848
CUST2774,50,3978
CUST2775,9,2140
CUST2776,99,866
CUST2777,45,4799
CUST2778,79,512
CUST2779,16,3794
CUST2780,34,1302
CUST2781,60,2633
CUST2782,38,1504
CUST2783,87,1877
CUST2784,84,4730
CUST2785,70,846
CUST2786,28,2132
CUST2787,32,3625
CUST2788,91,2856
CUST2789,37,4792
CUST2790,36,3579
CUST2791,64,4055
CUST2792,3,3917
CUST2793,44,1888
CUST2794,54,1648
CUST2795,51,928
CUST2796,45,4470
CUST2797,19,560
CUST2798,69,4011
CUST2799,40,1854
CUST2800,75,2838
CUST2801,64,2575
CUST2802,88,707
CUST2803,5,2674
CUST2804,34,3139
CUST2805,37,2418
CUST2806,90,2660
CUST2807,40,3163
CUST2808,27,2420
CUST2809,97,2997
CUST2810,20,3208
CUST2811,71,4956
CUST2812,43,4075
CUST2813,17,385
CUST2814,93,1236
CUST2815,98,227
CUST2816,49,4818
CUST2817,25,1670
CUST2818,40,2668
CUST2819,56,3044
CUST2820,44,2486
CUST2821,27,2314
CUST2822,61,4932
CUST2823,72,462
CUST2824,1,4251
CUST2825,31,1121
CUST2826,50,1834
CUST2827,88,2204
CUST2828,42,3515
CUST2829,66,4583
CUST2830,87,4661
CUST2831,50,308
CUST2832,81,4635
CUST2833,76,2223
CUST2834,21,2757
CUST2835,36,3695
CUST2836,3,2725
CUST2837,87,2451
CUST2838,64,4976
CUST2839,15,567
CUST2840,21,2979
CUST2841,50,2961
CUST2842,35,4371
CUST2843,35,1602
CUST2844,68,3657
CUST2845,57,628
CUST2846,14,1845
CUST2847,13,831
CUST2848,34,1866
CUST2849,8,4773
CUST2850,73,1182
CUST2851,5,4105
CUST2852,88,1974
CUST2853,95,101
CUST2854,82,2491
CUST2855,43,1822
CUST2856,28,3478
CUST2857,31,2039
CUST2858,12,1955
CUST2859,53,28
CUST2860,43,3147
CUST2861,42,456
CUST2862,15,55
CUST2863,30,3065
CUST2864,7,4143
CUST2865,99,3786
CUST2866,9,1300
CUST2867,28,875
CUST2868,35,539
CUST2869,82,2973
CUST2870,54,3213
CUST2871,57,186
CUST2872,74,1395
CUST2873,10,3425
CUST2874,73,926
CUST2875,42,4123
CUST2876,11,4751
CUST2877,32,2737
CUST2878,26,4875
CUST2879,39,139
CUST2880,92,4893
CUST2881,23,3255
CUST2882,48,1197
CUST2883,8,3368
CUST2884,12,1017
CUST2885,7,4622
CUST2886,89,4362
CUST2887,12,4542
CUST2888,39,2160
CUST2889,25,326
CUST2890,56,2181
CUST2891,59,2953
CUST2892,56,3373
CUST2893,45,3460
CUST2894,26,3610
CUST2895,69,1403
CUST2896,98,139
CUST2897,40,651
CUST2898,69,4377
CUST2899,40,335
CUST2900,42,4849
CUST2901,8,4571
CUST2902,8,3964
CUST2903,39,1777
CUST2904,53,4787
CUST2905,7,892
CUST2906,29,865
CUST2907,35,1981
CUST2908,40,4559
CUST2909,83,4999
CUST2910,17,847
CUST2911,49,3650
CUST2912,34,249
CUST2913,86,283
CUST2914,81,1661
CUST2915,24,2799
CUST2916,70,4645
CUST2917,24,503
CUST2918,93,712
CUST2919,44,2166
CUST2920,29,4851
CUST2921,86,19
CUST2922,1,421
CUST2923,40,2435
CUST2924,52,3755
CUST2925,11,1199
CUST2926,60,4689
CUST2927,23,3932
CUST2928,4,4981
CUST2929,22,4544
CUST2930,15,3070
CUST2931,67,2719
CUST2932,35,160
CUST2933,95,2810
CUST2934,41,1027
CUST2935,89,3090
CUST2936,11,2240
CUST2937,77,3206
CUST2938,69,4380
CUST2939,87,146
CUST2940,16,1659
CUST2941,81,4772
CUST2942,17,3418
CUST2943,34,662
CUST2944,40,206
CUST2945,34,2341
CUST2946,58,2297
CUST2947,70,3857
CUST2948,52,785
CUST2949,52,1573
CUST2950,37,1985
CUST2951,22,2556
CUST2952,37,3464
CUST2953,78,3337
CUST2954,33,1278
CUST2955,99,4021
CUST2956,41,1296
CUST2957,56,568
CUST2958,68,1462
CUST2959,99,3066
CUST2960,55,3886
CUST2961,83,3626
CUST2962,37,1170
CUST2963,73,4918
CUST2964,43,650
CUST2965,65,1460
CUST2966,1,2149
CUST2967,70,877
CUST2968,42,2130
CUST2969,76,4056
CUST2970,52,1558
CUST2971,5,2634
CUST2972,49,4806
CUST2973,67,3647
CUST2974,57,3217
CUST2975,40,977
CUST2976,8,4661
CUST2977,36,1271
CUST2978,62,4187
CUST2979,97,1699
CUST2980,32,3273
CUST2981,53,2319
CUST2982,18,2262
CUST2983,29,2821
CUST2984,53,3479
CUST2985,26,3554
CUST2986,43,1007
CUST2987,96,4483
CUST2988,10,3052
CUST2989,82,2681
CUST2990,23,3434
CUST2991,69,235
CUST2992,92,229
CUST2993,19,83
CUST2994,3,3431
CUST2995,94,2527
CUST2996,35,1291
CUST2997,95,157
CUST2998,57,2121
CUST2999,44,2128
CUST3000,92,752
CUST3001,84,3949
CUST3002,45,2649
CUST3003,63,4452
CUST3004,67,1782
CUST3005,30,3595
CUST3006,78,4164
CUST3007,63,1975
CUST3008,29,4273
CUST3009,11,303
CUST3010,15,2613
CUST3011,44,806
CUST3012,58,979
CUST3013,74,3550
CUST3014,52,588
CUST3015,70,3675
CUST3016,72,1225
CUST3017,9,4866
CUST3018,43,966
CUST3019,7,234
CUST3020,2,2235
CUST3021,1,2580
CUST3022,90,2370
CUST3023,4,4158
CUST3024,40,4819
CUST3025,90,62
CUST3026,38,261
CUST3027,17,3559
CUST3028,60,2714
CUST3029,7,2604
CUST3030,70,697
CUST3031,64,2887
CUST3032,74,1469
CUST3033,68,4465
CUST3034,92,1842
CUST3035,47,1268
CUST3036,42,3333
CUST3037,3,1822
CUST3038,57,4090
CUST3039,76,321
CUST3040,74,61
CUST3041,87,980
CUST3042,16,4467
CUST3043,68,1605
CUST3044,77,159
CUST3045,35,3867
CUST3046,96,4434
CUST3047,90,83
CUST3048,55,92
CUST3049,45,1816
CUST3050,36,1868
CUST3051,20,2844
CUST3052,46,1876
CUST3053,89,1588
CUST3054,5,2494
CUST3055,48,4159
CUST3056,8,860
CUST3057,4,4290
CUST3058,24,2321
CUST3059,91,4616
CUST3060,87,1949
CUST3061,2,72
CUST3062,11,3143
CUST3063,97,2324
CUST3064,25,3852
CUST3065,30,4048
CUST3066,70,852
CUST3067,53,2493
CUST3068,52,3931
CUST3069,66,3579
CUST3070,59,3434
CUST3071,93,1151
CUST3072,25,2199
CUST3073,42,3572
CUST3074,50,595
CUST3075,77,973
CUST3076,63,3035
CUST3077,86,850
CUST3078,97,4891
CUST3079,8,952
CUST3080,32,2264
CUST3081,85,1640
CUST3082,14,3432
CUST3083,96,893
CUST3084,7,4619
CUST3085,6,2512
CUST3086,46,4363
CUST3087,87,2327
CUST3088,42,4404
CUST3089,93,1883
CUST3090,46,2454
CUST3091,13,4956
CUST3092,51,2619
CUST3093,2,4985
CUST3094,16,3245
CUST3095,67,3837
CUST3096,56,762
CUST3097,57,312
CUST3098,24,179
CUST3099,75,63
CUST3100,90,631
CUST3101,14,3346
CUST3102,52,3589
CUST3103,41,1984
CUST3104,81,1818
CUST3105,83,3886
CUST3106,94,3412
CUST3107,86,183
CUST3108,73,3132
CUST3109,66,2376
CUST3110,57,4640
CUST3111,82,815
CUST3112,35,674
CUST3113,1,801
CUST3114,74,3053
CUST3115,3,3062
CUST3116,93,2402
CUST3117,72,1734
CUST3118,70,1895
CUST3119,53,203
CUST3120,7,3147
CUST3121,25,4612
CUST3122,58,2751
CUST3123,52,4340
CUST3124,85,1309
CUST3125,80,939
CUST3126,47,4101
CUST3127,87,4527
CUST3128,64,1624
CUST3129,96,3510
CUST3130,98,3280
CUST3131,26,1789
CUST3132,36,1992
CUST3133,22,998
CUST3134,13,4694
CUST3135,36,129
CUST3136,69,2761
CUST3137,89,968
CUST3138,93,2612
CUST3139,8,4280
CUST3140,68,4696
CUST3141,62,266
CUST3142,16,4986
CUST3143,25,4995
CUST3144,61,2596
CUST3145,90,2465
CUST3146,64,3494
CUST3147,56,896
CUST3148,1,4936
CUST3149,84,4753
CUST3150,84,3042
CUST3151,12,1323
CUST3152,73,753
CUST3153,8,3870
CUST3154,45,2748
CUST3155,50,2637
CUST3156,76,4338
CUST3157,75,1750
CUST3158,6,847
CUST3159,56,1283
CUST3160,99,4268
CUST3161,90,4750
CUST3162,7,4702
CUST3163,39,3442
CUST3164,98,4498
CUST3165,68,776
CUST3166,40,2378
CUST3167,29,1459
CUST3168,59,4092
CUST3169,83,455
CUST3170,50,4421
CUST3171,14,2975
CUST3172,71,4795
CUST3173,26,294
CUST3174,40,1368
CUST3175,91,3014
CUST3176,98,168
CUST3177,92,2477
CUST3178,38,1325
CUST3179,96,597
CUST3180,14,3135
CUST3181,6,1460
CUST3182,78,2837
CUST3183,33,3343
CUST3184,31,450
CUST3185,64,4171
CUST3186,60,1337
CUST3187,96,3726
CUST3188,5,936
CUST3189,65,2218
CUST3190,41,2147
CUST3191,78,463
CUST3192,61,2333
CUST3193,30,1656
CUST3194,35,543
CUST3195,94,2505
CUST3196,10,992
CUST3197,76,579
CUST3198,29,4339
CUST3199,54,3730
CUST3200,7,1010
CUST3201,17,1157
CUST3202,24,3863
CUST3203,2,906
CUST3204,35,3576
CUST3205,50,2935
CUST3206,75,1119
CUST3207,42,3399
CUST3208,9,1643
CUST3209,97,4182
CUST3210,1,4278
CUST3211,69,1034
CUST3212,19,4210
CUST3213,32,693
CUST3214,23,2769
CUST3215,30,3140
CUST3216,80,2966
CUST3217,52,1091
CUST3218,22,2305
CUST3219,53,2240
CUST3220,68,4009
CUST3221,99,564
CUST3222,94,4842
CUST3223,89,4091
CUST3224,73,2846
CUST3225,32,1881
CUST3226,34,3322
CUST3227,9,2571
CUST3228,9,788
CUST3229,76,433
CUST3230,42,3730
CUST3231,21,2432
CUST3232,49,456
CUST3233,16,3434
CUST3234,85,4536
CUST3235,76,708
CUST3236,28,4824
CUST3237,44,844
CUST3238,80,4369
CUST3239,68,4954
CUST3240,25,495
CUST3241,3,4226
CUST3242,32,3545
CUST3243,40,2899
CUST3244,48,3042
CUST3245,17,2576
CUST3246,13,2429
CUST3247,96,515
CUST3248,98,4278
CUST3249,62,2091
CUST3250,96,4545
CUST3251,98,4065
CUST3252,69,1472
CUST3253,20,646
CUST3254,33,4781
CUST3255,47,252
CUST3256,74,4722
CUST3257,83,1424
CUST3258,72,2586
CUST3259,98,1174
CUST3260,43,3790
CUST3261,18,864
CUST3262,93,1122
CUST3263,16,563
CUST3264,80,3035
CUST3265,47,3575
CUST3266,62,673
CUST3267,57,2200
CUST3268,4,157
CUST3269,5,486
CUST3270,36,1009
CUST3271,21,4535
CUST3272,94,3986
CUST3273,3,4952
CUST3274,28,3873
CUST3275,16,4860
CUST3276,94,3242
CUST3277,86,1227
CUST3278,14,3382
CUST3279,43,521
CUST3280,19,807
CUST3281,73,1884
CUST3282,65,493
CUST3283,47,4871
CUST3284,35,3832
CUST3285,67,100
CUST3286,95,2716
CUST3287,57,2652
CUST3288,85,3418
CUST3289,91,3298
CUST3290,30,2321
CUST3291,68,1931
CUST3292,89,4054
CUST3293,97,1224
CUST3294,91,4306
CUST3295,86,55
CUST3296,56,1630
CUST3297,58,2430
CUST3298,83,2431
CUST3299,32,4356
CUST3300,92,2854
CUST3301,25,3867
CUST3302,81,1678
CUST3303,36,2190
CUST3304,28,4041
CUST3305,26,1106
CUST3306,32,3028
CUST3307,91,3805
CUST3308,79,3644
CUST3309,25,3038
CUST3310,38,2000
CUST3311,54,3973
CUST3312,46,1377
CUST3313,63,4257
CUST3314,35,3298
CUST3315,25,3278
CUST3316,12,3023
CUST3317,99,3976
CUST3318,79,292
CUST3319,66,1135
CUST3320,51,3460
CUST3321,16,4775
CUST3322,88,1877
CUST3323,45,3361
CUST3324,81,3254
CUST3325,88,4096
CUST3326,66,3080
CUST3327,1,4797
CUST3328,13,1079
CUST3329,14,397
CUST3330,18,199
CUST3331,33,1002
CUST3332,17,2283
CUST3333,35,4996
CUST3334,34,3451
CUST3335,6,3879
CUST3336,11,1200
CUST3337,5,1987
CUST3338,62,2181
CUST3339,34,4976
CUST3340,94,4752
CUST3341,73,3021
CUST3342,56,1088
CUST3343,20,1073
CUST3344,74,1281
CUST3345,34,3603
CUST3346,37,917
CUST3347,71,3631
CUST3348,12,2969
CUST3349,36,1531
CUST3350,73,145
CUST3351,69,2992
CUST3352,63,4674
CUST3353,70,1915
CUST3354,56,3615
CUST3355,34,3581
CUST3356,41,2407
CUST3357,3,4274
CUST3358,68,2714
CUST3359,63,2338
CUST3360,9,132
CUST3361,73,4765
CUST3362,20,560
CUST3363,77,1340
CUST3364,47,1242
CUST3365,95,2547
CUST3366,93,2602
CUST3367,3,610
CUST3368,53,3678
CUST3369,16,4322
CUST3370,44,4777
CUST3371,85,3035
CUST3372,89,631
CUST3373,57,4902
CUST3374,9,4163
CUST3375,50,1188
CUST3376,33,2796
CUST3377,19,3596
CUST3378,20,2087
CUST3379,31,3251
CUST3380,33,3971
CUST3381,5,3087
CUST3382,18,4001
CUST3383,55,961
CUST3384,80,1911
CUST3385,29,729
CUST3386,5,4043
CUST3387,35,4804
CUST3388,6,500
CUST3389,69,50
CUST3390,10,789
CUST3391,8,508
CUST3392,59,4462
CUST3393,58,4433
CUST3394,65,3982
CUST3395,28,1712
CUST3396,13,2829
CUST3397,71,3377
CUST3398,71,4526
CUST3399,79,4981
CUST3400,25,3175
CUST3401,92,962
CUST3402,99,4885
CUST3403,26,3487
CUST3404,77,528
CUST3405,69,1368
CUST3406,22,2432
CUST3407,8,3663
CUST3408,95,332
CUST3409,49,4648
CUST3410,99,1593
CUST3411,71,4047
CUST3412,94,1162
CUST3413,45,3328
CUST3414,59,2421
CUST3415,63,4677
CUST3416,56,4058
CUST3417,74,3540
CUST3418,68,4018
CUST3419,4,2316
CUST3420,85,729
CUST3421,9,4477
CUST3422,43,4971
CUST3423,56,4037
CUST3424,28,586
CUST3425,36,2305
CUST3426,8,2296
CUST3427,69,2767
CUST3428,88,4445
CUST3429,92,2939
CUST3430,66,3251
CUST3431,74,3061
CUST3432,62,38
CUST3433,27,601
CUST3434,22,1048
CUST3435,30,4656
CUST3436,12,1568
CUST3437,17,3730
CUST3438,7,4317
CUST3439,34,3050
CUST3440,4,3886
CUST3441,55,1474
CUST3442,16,4317
CUST3443,98,465
CUST3444,92,572
CUST3445,60,1954
CUST3446,39,229
CUST3447,60,4678
CUST3448,56,4274
CUST3449,20,1084
CUST3450,46,2847
CUST3451,66,2305
CUST3452,71,3140
CUST3453,46,195
CUST3454,95,887
CUST3455,3,2858
CUST3456,38,3314
CUST3457,95,4499
CUST3458,85,2277
CUST3459,14,4385
CUST3460,21,1420
CUST3461,4,2484
CUST3462,24,2649
CUST3463,67,1548
CUST3464,42,1066
CUST3465,96,789
CUST3466,14,1043
CUST3467,75,907
CUST3468,90,2866
CUST3469,91,812
CUST3470,84,229
CUST3471,15,948
CUST3472,74,235
CUST3473,55,2750
CUST3474,88,142
CUST3475,93,861
CUST3476,71,386
CUST3477,45,4666
CUST3478,22,2337
CUST3479,72,2929
CUST3480,68,4766
CUST3481,56,4029
CUST3482,79,2222
CUST3483,38,1072
CUST3484,19,1297
CUST3485,94,4836
CUST3486,19,4942
CUST3487,70,3998
CUST3488,45,1494
CUST3489,53,4950
CUST3490,59,1106
CUST3491,40,1747
CUST3492,80,2611
CUST3493,27,4087
CUST3494,96,1085
CUST3495,69,3850
CUST3496,96,4336
CUST3497,34,4784
CUST3498,71,3469
CUST3499,62,141
CUST3500,87,4278
CUST3501,33,4799
CUST3502,70,4107
CUST3503,33,3241
CUST3504,37,1542
CUST3505,14,4891
CUST3506,13,4642
CUST3507,17,1743
CUST3508,2,2746
CUST3509,57,4157
CUST3510,41,3693
CUST3511,41,2887
CUST3512,16,3802
CUST3513,32,2281
CUST3514,79,842
CUST3515,10,298
CUST3516,21,3439
CUST3517,38,189
CUST3518,55,3660
CUST3519,48,652
CUST3520,59,3292
CUST3521,97,1461
CUST3522,89,2873
CUST3523,20,2345
CUST3524,85,2536
CUST3525,58,2036
CUST3526,41,1828
CUST3527,1,3145
CUST3528,57,102
CUST3529,98,1757
CUST3530,23,1597
CUST3531,13,3612
CUST3532,67,1258
CUST3533,24,4702
CUST3534,66,3725
CUST3535,36,2406
CUST3536,83,2609
CUST3537,21,4132
CUST3538,84,2947
CUST3539,33,4651
CUST3540,28,1505
CUST3541,78,1097
CUST3542,34,3960
CUST3543,76,414
CUST3544,43,1295
CUST3545,55,1530
CUST3546,22,1521
CUST3547,41,4548
CUST3548,2,3365
CUST3549,80,3787
CUST3550,77,2109
CUST3551,21,2569
CUST3552,37,3518
CUST3553,53,2725
CUST3554,33,3276
CUST3555,85,2994
CUST3556,92,4474
CUST3557,10,1445
CUST3558,88,1256
CUST3559,70,4834
CUST3560,31,4556
CUST3561,78,3216
CUST3562,11,2675
CUST3563,97,248
CUST3564,40,3730
CUST3565,32,1456
CUST3566,78,3433
CUST3567,83,3284
CUST3568,37,2254
CUST3569,96,3041
CUST3570,96,3138
CUST3571,45,4238
CUST3572,33,3657
CUST3573,75,3652
CUST3574,63,1746
CUST3575,3,1919
CUST3576,10,1235
CUST3577,98,1165
CUST3578,64,748
CUST3579,60,905
CUST3580,69,1546
CUST3581,97,3440
CUST3582,47,3778
CUST3583,12,1697
CUST3584,7,2414
CUST3585,33,2303
CUST3586,27,2401
CUST3587,23,4828
CUST3588,55,4629
CUST3589,27,4654
CUST3590,83,1706
CUST3591,4,1648
CUST3592,17,3185
CUST3593,95,419
CUST3594,15,1412
CUST3595,77,2259
CUST3596,64,3250
CUST3597,38,2782
CUST3598,27,3330
CUST3599,44,4338
CUST3600,70,2946
CUST3601,26,903
CUST3602,37,3242
CUST3603,9,2409
CUST3604,60,4996
CUST3605,66,1516
CUST3606,42,4667
CUST3607,27,3787
CUST3608,25,1606
CUST3609,93,2846
CUST3610,49,1479
CUST3611,10,1530
CUST3612,78,4950
CUST3613,58,412
CUST3614,92,223
CUST3615,52,3392
CUST3616,99,4953
CUST3617,76,3596
CUST3618,4,1103
CUST3619,63,3954
CUST3620,48,1878
CUST3621,78,4514
CUST3622,85,2057
CUST3623,14,4571
CUST3624,97,1892
CUST3625,87,3473
CUST3626,94,4197
CUST3627,85,4345
CUST3628,54,4567
CUST3629,81,3516
CUST3630,62,2524
CUST3631,41,1818
CUST3632,56,3790
CUST3633,4,2709
CUST3634,52,657
CUST3635,57,3249
CUST3636,38,4402
CUST3637,46,3436
CUST3638,10,4497
CUST3639,51,676
CUST3640,90,2534
CUST3641,59,969
CUST3642,64,1945
CUST3643,25,3051
CUST3644,60,1055
CUST3645,19,452
CUST3646,4,3383
CUST3647,97,434
CUST3648,27,229
CUST3649,31,1853
CUST3650,23,4489
CUST3651,68,4014
CUST3652,41,4293
CUST3653,62,1362
CUST3654,62,1375
CUST3655,29,876
CUST3656,88,491
CUST3657,53,3808
CUST3658,82,899
CUST3659,19,1221
CUST3660,51,3997
CUST3661,79,3010
CUST3662,96,402
CUST3663,62,886
CUST3664,16,2197
CUST3665,20,3918
CUST3666,62,32
CUST3667,45,432
CUST3668,78,2447
CUST3669,56,2552
CUST3670,56,3887
CUST3671,54,1734
CUST3672,89,2924
CUST3673,91,3114
CUST3674,40,3811
CUST3675,17,3831
CUST3676,81,3293
CUST3677,80,222
CUST3678,39,4760
CUST3679,13,2112
CUST3680,44,4395
CUST3681,7,1355
CUST3682,44,2695
CUST3683,43,16
CUST3684,50,295
CUST3685,33,827
CUST3686,15,1727
CUST3687,4,4484
CUST3688,85,4176
CUST3689,88,4321
CUST3690,14,4961
CUST3691,44,2014
CUST3692,59,3789
CUST3693,78,3895
CUST3694,87,4492
CUST3695,92,1932
CUST3696,51,4653
CUST3697,36,966
CUST3698,18,3352
CUST3699,51,4359
CUST3700,3,4778
CUST3701,37,2259
CUST3702,6,684
CUST3703,36,3170
CUST3704,21,4148
CUST3705,32,4719
CUST3706,72,1445
CUST3707,58,2177
CUST3708,73,1382
CUST3709,60,4385
CUST3710,56,4785
CUST3711,59,2212
CUST3712,77,1616
CUST3713,43,3527
CUST3714,31,4690
CUST3715,26,2587
CUST3716,7,2149
CUST3717,91,4435
CUST3718,94,2243
CUST3719,93,692
CUST3720,73,3184
CUST3721,51,1685
CUST3722,37,4072
CUST3723,66,1534
CUST3724,5,2168
CUST3725,36,2615
CUST3726,85,1517
CUST3727,1,2589
CUST3728,98,2993
CUST3729,12,2289
CUST3730,23,3336
CUST3731,55,1608
CUST3732,58,2566
CUST3733,86,2123
CUST3734,60,1188
CUST3735,70,1716
CUST3736,25,1865
CUST3737,62,1924
CUST3738,10,4883
CUST3739,22,4681
CUST3740,30,3434
CUST3741,49,2434
CUST3742,5,688
CUST3743,33,38
CUST3744,16,1109
CUST3745,77,3982
CUST3746,83,4463
CUST3747,89,111
CUST3748,10,1573
CUST3749,23,255
CUST3750,82,2862
CUST3751,86,861
CUST3752,32,88
CUST3753,90,4654
CUST3754,34,1347
CUST3755,67,2070
CUST3756,81,2320
CUST3757,52,694
CUST3758,75,4312
CUST3759,64,2784
CUST3760,45,2277
CUST3761,77,1075
CUST3762,12,3401
CUST3763,9,3831
CUST3764,7,3718
CUST3765,96,586
CUST3766,27,2787
CUST3767,92,4909
CUST3768,38,2580
CUST3769,54,4426
CUST3770,30,4040
CUST3771,72,4121
CUST3772,76,2814
CUST3773,48,1385
CUST3774,32,4297
CUST3775,4,4542
CUST3776,92,4263
CUST3777,25,1451
CUST3778,67,3607
CUST3779,27,4356
CUST3780,18,4723
CUST3781,42,3161
CUST3782,23,1621
CUST3783,16,352
CUST3784,51,374
CUST3785,30,3893
CUST3786,35,3183
CUST3787,38,111
CUST3788,59,474
CUST3789,61,2329
CUST3790,61,3333
CUST3791,94,3048
CUST3792,95,1422
CUST3793,50,1996
CUST3794,49,700
CUST3795,77,3048
CUST3796,26,2598
CUST3797,75,220
CUST3798,38,4430
CUST3799,2,1209
CUST3800,43,249
CUST3801,48,4098
CUST3802,57,1866
CUST3803,65,3315
CUST3804,53,3672
CUST3805,60,4663
CUST3806,52,1845
CUST3807,90,1678
CUST3808,57,434
CUST3809,46,3592
CUST3810,89,1595
CUST3811,17,737
CUST3812,62,4358
CUST3813,83,2634
CUST3814,41,2989
CUST3815,16,3066
CUST3816,26,4772
CUST3817,2,2475
CUST3818,78,3459
CUST3819,99,3909
CUST3820,22,2535
CUST3821,17,2145
CUST3822,11,3145
CUST3823,32,1527
CUST3824,99,539
CUST3825,31,3209
CUST3826,54,2954
CUST3827,51,248
CUST3828,99,3909
CUST3829,79,2831
CUST3830,45,331
CUST3831,34,2972
CUST3832,38,551
CUST3833,33,770
CUST3834,53,4588
CUST3835,49,2664
CUST3836,6,2660
CUST3837,56,2056
CUST3838,91,2090
CUST3839,67,1509
CUST3840,27,4641
CUST3841,38,2994
CUST3842,88,3760
CUST3843,83,1103
CUST3844,99,4637
CUST3845,23,593
CUST3846,34,4105
CUST3847,29,4089
CUST3848,62,3063
CUST3849,91,1255
CUST3850,12,3083
CUST3851,51,4660
CUST3852,64,1602
CUST3853,20,1273
CUST3854,95,1670
CUST3855,95,489
CUST3856,78,4008
CUST3857,37,3369
CUST3858,67,816
CUST3859,41,2280
CUST3860,96,4619
CUST3861,42,800
CUST3862,19,4062
CUST3863,68,4965
CUST3864,3,343
CUST3865,47,3461
CUST3866,39,4953
CUST3867,85,2475
CUST3868,84,1587
CUST3869,24,172
CUST3870,94,2110
CUST3871,77,2618
CUST3872,43,467
CUST3873,28,1697
CUST3874,5,4641
CUST3875,98,4841
CUST3876,13,3629
CUST3877,37,4502
CUST3878,71,4007
CUST3879,64,4992
CUST3880,97,1946
CUST3881,24,1974
CUST3882,56,4517
CUST3883,98,2117
CUST3884,75,1013
CUST3885,67,1321
CUST3886,27,2747
CUST3887,58,3804
CUST3888,3,2881
CUST3889,5,4669
CUST3890,70,218
CUST3891,88,778
CUST3892,24,2388
CUST3893,5,2018
CUST3894,57,4011
CUST3895,19,3981
CUST3896,68,2163
CUST3897,75,4288
CUST3898,98,3204
CUST3899,81,3415
CUST3900,8,1008
CUST3901,29,121
CUST3902,90,2639
CUST3903,49,3852
CUST3904,60,793
CUST3905,57,4915
CUST3906,85,2811
CUST3907,57,2227
CUST3908,22,2013
CUST3909,90,1904
CUST3910,95,2344
CUST3911,26,314
CUST3912,87,1871
CUST3913,26,3926
CUST3914,90,3835
CUST3915,13,1442
CUST3916,1,4995
CUST3917,51,3350
CUST3918,28,3240
CUST3919,67,4462
CUST3920,90,2201
CUST3921,84,4979
CUST3922,72,240
CUST3923,87,2195
CUST3924,78,4859
CUST3925,48,2879
CUST3926,31,3555
CUST3927,38,3120
CUST3928,57,2908
CUST3929,95,3290
CUST3930,4,986
CUST3931,81,4049
CUST3932,23,250
CUST3933,84,1430
CUST3934,40,4843
CUST3935,60,3789
CUST3936,34,2340
CUST3937,97,2799
CUST3938,14,4865
CUST3939,38,347
CUST3940,21,151
CUST3941,32,1040
CUST3942,79,1360
CUST3943,63,237
CUST3944,5,3414
CUST3945,21,2091
CUST3946,25,1099
CUST3947,24,1504
CUST3948,86,833
CUST3949,65,1797
CUST3950,44,4997
CUST3951,44,3322
CUST3952,23,3295
CUST3953,59,3001
CUST3954,65,34
CUST3955,24,631
CUST3956,53,2831
CUST3957,50,4674
CUST3958,13,2868
CUST3959,34,2065
CUST3960,14,3036
CUST3961,44,746
CUST3962,66,4573
CUST3963,11,829
CUST3964,19,101
CUST3965,25,320
CUST3966,73,1762
CUST3967,24,4281
CUST3968,31,3757
CUST3969,77,1179
CUST3970,77,4653
CUST3971,68,1481
CUST3972,75,2911
